parameter_id,IMPC_ECG_005_001
mouse_strain,C57BL
pvalue,0.4936893
gene_symbol,Rgs20
gene_accession_id,MGI:1929866
parameter_name,PQ
mouse_life_stage,Early adult
analysis_id,3hzh648e5grk8b6
