mouse_strain,C57BL
analysis_id,16sm48grx22jhj5
gene_accession_id,MGI:2446274
pvalue,0.5566177
parameter_id,M-G-P_012_001_005
mouse_life_stage,Early adult
parameter_name,Body Weight
gene_symbol,Frmpd1
