gene_symbol,Frmpd1
analysis_id,1pk7q55f73ni275
gene_accession_id,MGI:2446274
mouse_strain,C52BL
parameter_id,IMPC_XRY_007_001
mouse_life_stage,Early adult
parameter_name,Clavicle
pvalue,0.2658233
