gene_symbol,Nipal3
analysis_id,bn080752pvc4387
gene_accession_id,MGI:1921802
mouse_life_stage,Early adult
parameter_name,Forelimb and hindlimb grip strength normalised against body weight
parameter_id,TCPLA_GRS_011_001
pvalue,0.5129003
mouse_strain,129SV
