gene_symbol,Lpgat1
parameter_name,Mean platelet volume
mouse_strain,C57BL
analysis_id,2ir98ki0io26t2m
mouse_life_stage,Early adult
pvalue,0.1056017
gene_accession_id,MGI:2446186
parameter_id,IMPC_HEM_019_001
