gene_symbol,Bpifa3
analysis_id,93vfi0k9uiwi91y
gene_accession_id,MGI:1920638
pvalue,0.0511432
mouse_strain,129SV
parameter_name,Percent time in dark
mouse_life_stage,Early adult
parameter_id,JAX_LDT_008_001
