mouse_strain,129SV
gene_accession_id,MGI:104848
pvalue,0.6923179
parameter_name,Total CD4+ T cells - % of CD45+
gene_symbol,Inpp1
mouse_life_stage,Early adult
parameter_id,MGP_IMM_071_001
analysis_id,365ikr9kd7y7717
