parameter_id,IMPC_ECG_028_001
gene_accession_id,MGI:1276578
pvalue,0.6517624
analysis_id,9vbh3hn3guqz43k
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_symbol,Gfi1b
parameter_name,QT
