parameter_id,MGP_CSD_067_001
mouse_life_stage,Early adult
pvalue,0.4220767
parameter_name,Snout size
analysis_id,45h0l9d7545l6z4
mouse_strain,C57BL
gene_accession_id,MGI:1915472
gene_symbol,Tubb4b
