mouse_life_stage,Middle aged adult
parameter_name,Whole arena resting time
mouse_strain,C57BL
gene_accession_id,MGI:2446186
analysis_id,64mu1g9ro2z2i3w
parameter_id,JAX_OFD_007_001
gene_symbol,Lpgat1
pvalue,0.4089706
