parameter_id,M-G-P_020_001_001
gene_symbol,Mapkap1
mouse_strain,C57BL
analysis_id,3a7smv04575qh5u
mouse_life_stage,Early adult
parameter_name,Body Weight
pvalue,0.6493666
gene_accession_id,MGI:2444554
