gene_symbol,Bmi1
parameter_id,HRWLLA_OFD_007_001
analysis_id,q0r2g1931i816uj
parameter_name,Whole arena resting time
pvalue,0.1660576
mouse_strain,C57BL
mouse_life_stage,E15.5
gene_accession_id,MGI:88174
