mouse_life_stage,E18.5
pvalue,0.7266597
parameter_name,Pale yolk sac
parameter_id,IMPC_GEL_017_002
gene_symbol,Col11a1
mouse_strain,C57BL
analysis_id,2rhg004v5758391
gene_accession_id,MGI:88446
