gene_symbol,Wars2
parameter_id,IMPC_ECH_018_001
pvalue,0.5230157
gene_accession_id,MGI:1917810
mouse_life_stage,Early adult
analysis_id,bbps49a1h8r21vj
mouse_strain,C57BL
parameter_name,Respiration Rate
