gene_symbol,Rhbg
mouse_strain,C57BL
pvalue,0.7453635
mouse_life_stage,Early adult
parameter_id,IMPC_GEL_029_001
gene_accession_id,MGI:1927379
analysis_id,0rb0wnhrmdu6g44
parameter_name,Midbrain
