mouse_strain,129SV
gene_symbol,Nipal3
parameter_id,MGP_MLN_067_001
gene_accession_id,MGI:1921802
parameter_name,Resting CD4+ T helper cells - % of CD45+
analysis_id,0r894j0b30nb910
mouse_life_stage,Early adult
pvalue,0.1990159
