gene_symbol,Zcchc2
parameter_id,IMPC_XRY_024_001
pvalue,0.2063512
mouse_life_stage,Early adult
parameter_name,Femur
gene_accession_id,MGI:2444114
analysis_id,fir7ik2q9v64tgm
mouse_strain,C57BL
