parameter_id,MGP_IMM_094_001
parameter_name,KLRG1+ CD4- NKT cells - % of CD45+
gene_symbol,Sprr1b
mouse_life_stage,Early adult
analysis_id,48b86iiqadf39r8
pvalue,0.1305373
mouse_strain,C57BL
gene_accession_id,MGI:106659
