gene_symbol,Bcs1l
analysis_id,an72cmv401s5761
mouse_strain,C57BL
parameter_id,IMPC_XRY_064_001
pvalue,0.1176609
parameter_name,Thoracic processes
gene_accession_id,MGI:1914071
mouse_life_stage,E9.5
