parameter_id,MGP_BMI_006_001
gene_symbol,Kdm4c
mouse_strain,C57BL
gene_accession_id,MGI:1924054
mouse_life_stage,Early adult
parameter_name,Immature B cells (Hardy fraction E) - % of B220+
pvalue,0.3655678
analysis_id,5kxf61q830id68p
