gene_symbol,Col6a3
parameter_name,Forelimb and hindlimb grip strength normalised against body weight
gene_accession_id,MGI:88461
parameter_id,JAXLA_GRS_011_001
mouse_life_stage,Early adult
pvalue,0.4110943
analysis_id,j4d573ygmuqe44f
mouse_strain,C57BL
