gene_symbol,Bcs1l
parameter_name,UIBC (unsaturated iron binding capacity)
mouse_life_stage,Early adult
parameter_id,IMPC_CBC_024_001
pvalue,0.2341368
gene_accession_id,MGI:1914071
mouse_strain,C57BL
analysis_id,0c737tj7616x4py
