gene_symbol,Mapkap1
parameter_id,IMPC_GEL_027_001
pvalue,0.5660658
gene_accession_id,MGI:2444554
analysis_id,314g42egzc709dh
mouse_strain,C57BL
parameter_name,Neural tube closure
mouse_life_stage,Early adult
