gene_symbol,Lpgat1
gene_accession_id,MGI:2446186
mouse_life_stage,E18.5
parameter_name,B1B Cells
parameter_id,IMPC_IMM_064_001
pvalue,0.1121383
analysis_id,2u59geer56gfkcb
mouse_strain,C57BL
