parameter_id,IMPC_IMM_006_001
gene_accession_id,MGI:1914515
parameter_name,Others
analysis_id,g25d4781uj3884q
mouse_strain,C57BL
pvalue,0.4003031
mouse_life_stage,E9.5
gene_symbol,Slc39a10
