gene_symbol,Ola1
parameter_id,IMPC_IMM_073_001
pvalue,0.5740558
parameter_name,cDCs CD11b Type
mouse_life_stage,E18.5
mouse_strain,C57BL
analysis_id,f0a3xio0041gc5o
gene_accession_id,MGI:1914309
