parameter_name,18kHz-evoked ABR Threshold
pvalue,0.139211
parameter_id,IMPC_ABR_008_001
analysis_id,w0225fn9d0o3cqz
mouse_strain,C57BL
gene_symbol,Cldn19
gene_accession_id,MGI:3033992
mouse_life_stage,Early adult
