parameter_id,ESLIM_011_001_703
gene_accession_id,MGI:109356
mouse_strain,C57BL
parameter_name,Prepulse inhibition - PP3
analysis_id,36189e1me620511
gene_symbol,Snap23
pvalue,0.9490082
mouse_life_stage,Early adult
