parameter_id,MGP_CSD_025_001
gene_symbol,Tox
gene_accession_id,MGI:2181659
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_name,Ventral coat/hair presence
pvalue,0.5434833
analysis_id,4h3ytt2yg66fp5l
