gene_symbol,Rab13
mouse_strain,C57BL
pvalue,0.8826443
parameter_name,Snout size
gene_accession_id,MGI:1927232
mouse_life_stage,Early adult
parameter_id,MGP_CSD_067_001
analysis_id,hkz532adq721wz9
