parameter_id,JAX_LDT_003_001
mouse_life_stage,Early adult
parameter_name,Time mobile light side
analysis_id,7u02ee73e7x45e9
gene_symbol,Mov10
gene_accession_id,MGI:97054
pvalue,0.4046549
mouse_strain,C57BL
