gene_symbol,Gpbp1l1
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_name,Head coat/hair presence
gene_accession_id,MGI:1924360
parameter_id,MGP_CSD_015_001
analysis_id,8o5727w3w51u132
pvalue,0.4097778
