parameter_id,HMGULA_CBC_009_001
gene_symbol,Dmap1
parameter_name,Calcium
mouse_strain,C57BL
analysis_id,o536xjhx5mx0255
mouse_life_stage,E9.5
gene_accession_id,MGI:1913483
pvalue,0.4971958
