gene_accession_id,MGI:2139080
gene_symbol,Dzank1
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,MGP_IMM_017_001
pvalue,0.1409953
parameter_name,KLRG1+ CD8+ T cells - % of CD8+
analysis_id,hm81iy6293181b0
