parameter_id,JAX_OFD_017_001
analysis_id,gylqk8i630gx35j
mouse_life_stage,Early adult
mouse_strain,129SV
parameter_name,Center average speed
gene_symbol,Ddx27
gene_accession_id,MGI:2385884
pvalue,0.3373411
