parameter_id,ESLIM_001_001_117
gene_symbol,Hnf4a
pvalue,0.7586157
analysis_id,gls2rin8k816524
mouse_strain,C57BL
mouse_life_stage,Late adult
gene_accession_id,MGI:109128
parameter_name,eye size
