mouse_life_stage,Early adult
gene_symbol,Dcaf12
gene_accession_id,MGI:1916220
pvalue,0.1899616
analysis_id,89ua0u871mcc14k
mouse_strain,C57BL
parameter_name,Chloride
parameter_id,HMGULA_CBC_003_001
