gene_symbol,Abo
mouse_life_stage,Early adult
parameter_id,JAX_OFD_015_001
parameter_name,Center resting time
analysis_id,y45u8tl945g88ie
gene_accession_id,MGI:2135738
pvalue,0.7251178
mouse_strain,C57BL
