gene_symbol,Hspa5
mouse_life_stage,E9.5
mouse_strain,C57BL
parameter_id,IMPC_HEM_003_001
parameter_name,Hemoglobin
gene_accession_id,MGI:95835
analysis_id,036xxndb50p544u
pvalue,0.197326
