parameter_name,Glucose
pvalue,0.6362771
mouse_life_stage,Early adult
parameter_id,IMPC_CBC_018_001
analysis_id,1jnywy2nfp5qt2m
gene_symbol,Snap23
mouse_strain,C57BL
gene_accession_id,MGI:109356
