parameter_id,IMPC_DXA_004_001
pvalue,0.5200247
analysis_id,u5c7m5xkq91b48i
parameter_name,Bone Mineral Density (excluding skull)
gene_symbol,Mms22l
gene_accession_id,MGI:2684980
mouse_life_stage,Early adult
mouse_strain,C57BL
