parameter_id,IMPC_DXA_005_001
gene_symbol,Trp53rkb
mouse_life_stage,Early adult
mouse_strain,C58BL
parameter_name,Bone Mineral Content (excluding skull)
pvalue,0.4713537
gene_accession_id,MGI:1914050
analysis_id,lp969bn16bbbje3
