parameter_id,JAX_LDT_008_001
gene_symbol,Bach2
mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,70596a8h71k9r0x
pvalue,0.5543498
parameter_name,Percent time in dark
gene_accession_id,MGI:894679
