parameter_id,JAXLA_OFD_020_001
analysis_id,10blm65dwict370
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_symbol,Hrnr
gene_accession_id,MGI:3046938
pvalue,0.4152854
parameter_name,Distance travelled - total
