parameter_name,24kHz-evoked ABR Threshold
parameter_id,IMPC_ABR_010_001
mouse_strain,129SV
analysis_id,h93id05h668yk87
mouse_life_stage,Early adult
pvalue,0.4555099
gene_accession_id,MGI:2385884
gene_symbol,Ddx27
