parameter_id,JAX_SLW_013_001
mouse_life_stage,Early adult
gene_symbol,Lamb3
analysis_id,52q5z21r20u0brg
pvalue,0.1074256
mouse_strain,C57BL
parameter_name,Breath rate during sleep mean
gene_accession_id,MGI:99915
