parameter_id,IMPC_ABR_002_001
mouse_strain,129SV
mouse_life_stage,Early adult
gene_accession_id,MGI:1920638
parameter_name,Click-evoked ABR threshold
pvalue,0.6136775
gene_symbol,Bpifa3
analysis_id,n0kykc9u53071u4
