mouse_life_stage,Middle aged adult
gene_accession_id,MGI:2446186
parameter_name,Embryo Size
analysis_id,37my1nsad6y6rj6
pvalue,0.1813197
mouse_strain,C57BL
gene_symbol,Lpgat1
parameter_id,IMPC_GEL_032_001
