mouse_strain,129SV
pvalue,0.8431427
mouse_life_stage,Early adult
gene_symbol,Bpifa3
parameter_id,MGP_IMM_129_001
parameter_name,CD11b-high cDC - % of CD45+
gene_accession_id,MGI:1920638
analysis_id,tr27y418p806oe5
