parameter_id,ESLIM_008_001_001
parameter_name,Body position
mouse_life_stage,Early adult
analysis_id,9y4x0q8u8r2vsj4
gene_symbol,Dcaf12
gene_accession_id,MGI:1916220
pvalue,0.1896856
mouse_strain,C57BL
