gene_symbol,Ahcy
parameter_id,IMPC_OFD_022_001
mouse_strain,C57BL
pvalue,0.1135484
mouse_life_stage,E12.5
analysis_id,73225m60e1e2u1r
parameter_name,Percentage center time
gene_accession_id,MGI:87968
