parameter_id,IMPC_CBC_018_001
mouse_life_stage,Early adult
parameter_name,Glucose
pvalue,0.7001479
gene_symbol,Casq1
gene_accession_id,MGI:1309468
mouse_strain,C57BL
analysis_id,9i2685o27058bt3
