gene_symbol,Frmpd1
mouse_life_stage,Late adult
mouse_strain,C57BL
gene_accession_id,MGI:2446274
parameter_name,Sodium
analysis_id,nu5sm0i1o9224u5
pvalue,0.1838941
parameter_id,IMPC_CBC_001_001
