gene_symbol,Cldn19
parameter_id,HMGULA_CBC_003_001
gene_accession_id,MGI:3033992
parameter_name,Chloride
mouse_strain,C57BL
analysis_id,o4lt6hn7v532076
pvalue,0.2593603
mouse_life_stage,Early adult
