pvalue,0.6063957
mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,9t7u04bw2j828g5
parameter_id,IMPC_ABR_008_001
gene_symbol,Rab22a
parameter_name,18kHz-evoked ABR Threshold
gene_accession_id,MGI:105072
