parameter_id,JAX_OFD_015_001
mouse_strain,C57BL
pvalue,0.647462
parameter_name,Center resting time
gene_symbol,Lamb3
analysis_id,7ohl067mt2gklk3
mouse_life_stage,Early adult
gene_accession_id,MGI:99915
