gene_symbol,Jun
mouse_life_stage,E15.5
gene_accession_id,MGI:96646
parameter_id,ESLIM_011_001_704
mouse_strain,C57BL
pvalue,0.4157961
parameter_name,Prepulse inhibition - PP4
analysis_id,73j7iys3gpiz13i
