gene_symbol,Cdin1
gene_accession_id,MGI:3026886
mouse_strain,C57BL
pvalue,0.993581
parameter_name,Prepulse inhibition - PP3
parameter_id,ESLIM_011_001_703
mouse_life_stage,E9.5
analysis_id,06yki6414be4p7u
