gene_symbol,Kdm4c
gene_accession_id,MGI:1924054
analysis_id,ksvyoj50284o6uo
pvalue,0.7392137
mouse_life_stage,Early adult
parameter_id,IMPC_HEM_030_001
mouse_strain,C57BL
parameter_name,Neutrophil cell count
