gene_symbol,Ubxn4
parameter_name,center - resting time
gene_accession_id,MGI:1915062
parameter_id,M-G-P_007_001_011
mouse_strain,C57BL
mouse_life_stage,Late adult
analysis_id,6u24610yr751oy0
pvalue,0.6190651
