parameter_id,IMPC_IMM_069_001
analysis_id,01m7gz1rfg5m6a3
parameter_name,Transitional B Cells (CD21/35 low)
pvalue,0.8133476
gene_symbol,Pum1
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_accession_id,MGI:1931749
