gene_symbol,Nucks1
pvalue,0.2234508
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:1934811
analysis_id,wm1ir4bry505b10
parameter_id,MGP_MLN_005_001
parameter_name,Effector CD4+ T helper cells - % of CD4+ T helper cells
