parameter_name,Distance travelled - total
pvalue,0.08040742
mouse_strain,C57BL
gene_symbol,SLX4IP
gene_accession_id,MGI:1921493
analysis_id,91kv9i165342q7k
mouse_life_stage,Early adult
parameter_id,IMPC_OFD_020_001
