parameter_id,JAX_OFD_017_001
parameter_name,Center average speed
analysis_id,s85owc0tsn6n53f
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_accession_id,MGI:106659
pvalue,0.9328773
gene_symbol,Sprr1b
